matricule,nom,prenom,genre,classe,niveau,flux
"EL0919","GUÉI","Joëlle","F","5e-4","5e","Matin"
"EL0920","GNAGNE","Hélène","F","5e-4","5e","Matin"
"EL0921","ADJÉ","Serge","M","5e-4","5e","Matin"
"EL0922","KONÉ","Carine","F","5e-4","5e","Matin"
"EL0923","N'GUESSAN","Prisca","F","5e-4","5e","Matin"
"EL0924","OUATTARA","Marie","F","5e-4","5e","Matin"
"EL0925","CISSÉ","Arnaud","M","5e-4","5e","Matin"
"EL0926","ADJÉ","Christelle","F","5e-4","5e","Matin"
"EL0927","FOFANA","Ibrahim","M","5e-4","5e","Matin"
"EL0928","KONÉ","Fatou","F","5e-4","5e","Matin"
"EL0929","TANOH","Mariam","F","5e-5","5e","Matin"
"EL0930","AKA","Affoué","F","5e-5","5e","Matin"
"EL0931","COULIBALY","Léa","F","5e-5","5e","Matin"
"EL0932","OUATTARA","Joëlle","F","5e-5","5e","Matin"
"EL0933","FOFANA","Léa","F","5e-5","5e","Matin"
"EL0934","KOFFI","Guy","M","5e-5","5e","Matin"
"EL0935","DIALLO","Olivier","M","5e-5","5e","Matin"
"EL0936","ASSI","Sylvie","F","5e-5","5e","Matin"
"EL0937","OUATTARA","Aya","F","5e-5","5e","Matin"
"EL0938","YAO","Grace","F","5e-5","5e","Matin"
"EL0939","FOFANA","Christelle","F","5e-5","5e","Matin"
"EL0940","CISSÉ","Fatou","F","5e-5","5e","Matin"
"EL0941","ASSI","Olivier","M","5e-5","5e","Matin"
"EL0942","KOUASSI","Christelle","F","5e-5","5e","Matin"
"EL0943","AKA","Koffi","M","5e-5","5e","Matin"
"EL0944","KOFFI","Grace","F","5e-5","5e","Matin"
"EL0945","SANGARÉ","Mireille","F","5e-5","5e","Matin"
"EL0946","COULIBALY","Christelle","F","5e-5","5e","Matin"
"EL0947","ZADI","Carine","F","5e-5","5e","Matin"
"EL0948","CISSÉ","Carine","F","5e-5","5e","Matin"
"EL0949","ZADI","Mireille","F","5e-5","5e","Matin"
"EL0950","YAO","Estelle","F","5e-5","5e","Matin"
"EL0951","DOUMBIA","Arnaud","M","5e-5","5e","Matin"
"EL0952","TRAORÉ","Hervé","M","5e-5","5e","Matin"
"EL0953","BAKAYOKO","Sandrine","F","5e-5","5e","Matin"
"EL0954","BROU","Adama","M","5e-5","5e","Matin"
"EL0955","BAKAYOKO","Léa","F","5e-5","5e","Matin"
"EL0956","DIALLO","Aya","F","5e-5","5e","Matin"
"EL0957","KOUAMÉ","Carine","F","5e-5","5e","Matin"
"EL0958","GUÉI","Ibrahim","M","5e-5","5e","Matin"
"EL0959","KOFFI","Rachelle","F","5e-5","5e","Matin"
"EL0960","TOURÉ","Yannick","M","5e-5","5e","Matin"
"EL0961","BAMBA","Léa","F","5e-5","5e","Matin"
"EL0962","BROU","Ibrahim","M","5e-5","5e","Matin"
"EL0963","ZADI","Marc","M","5e-5","5e","Matin"
"EL0964","ZADI","Awa","F","5e-5","5e","Matin"
"EL0965","OUATTARA","Hélène","F","5e-5","5e","Matin"
"EL0966","CISSÉ","Serge","M","5e-5","5e","Matin"
"EL0967","BROU","Prisca","F","5e-5","5e","Matin"
"EL0968","KONÉ","Ibrahim","M","5e-5","5e","Matin"
"EL0969","DOUMBIA","Guy","M","5e-5","5e","Matin"
"EL0970","DIABATÉ","Daniel","M","5e-5","5e","Matin"
"EL0971","DOUMBIA","Cédric","M","5e-5","5e","Matin"
"EL0972","DJÉ","Fatou","F","5e-5","5e","Matin"
"EL0973","OUATTARA","Awa","F","5e-5","5e","Matin"
"EL0974","ABLÉ","Aïcha","F","5e-5","5e","Matin"
"EL0975","ZADI","Carine","F","5e-5","5e","Matin"
"EL0976","BROU","Fatou","F","5e-5","5e","Matin"
"EL0977","TOURÉ","Sandrine","F","5e-5","5e","Matin"
"EL0978","CISSÉ","Aya","F","5e-5","5e","Matin"
"EL0979","TOURÉ","Léa","F","5e-5","5e","Matin"
"EL0980","DIALLO","Nadège","F","5e-5","5e","Matin"
"EL0981","BAKAYOKO","Ibrahim","M","5e-5","5e","Matin"
"EL0982","ABLÉ","Serge","M","5e-5","5e","Matin"
"EL0983","KOFFI","Affoué","F","5e-5","5e","Matin"
"EL0984","BAMBA","Koffi","M","5e-5","5e","Matin"
"EL0985","KONÉ","Sandrine","F","5e-6","5e","Matin"
"EL0986","ASSI","Awa","F","5e-6","5e","Matin"
"EL0987","ZADI","Paul","M","5e-6","5e","Matin"
"EL0988","ABLÉ","Hervé","M","5e-6","5e","Matin"
"EL0989","BAMBA","Rachelle","F","5e-6","5e","Matin"
"EL0990","AKA","Estelle","F","5e-6","5e","Matin"
"EL0991","BAKAYOKO","Aboubacar","M","5e-6","5e","Matin"
"EL0992","BAKAYOKO","Roland","M","5e-6","5e","Matin"
"EL0993","KOFFI","Mariam","F","5e-6","5e","Matin"
"EL0994","N'GUESSAN","Arnaud","M","5e-6","5e","Matin"
"EL0995","KOUAMÉ","Franck","M","5e-6","5e","Matin"
"EL0996","AKA","Adama","M","5e-6","5e","Matin"
"EL0997","TOURÉ","Hélène","F","5e-6","5e","Matin"
"EL0998","BAMBA","Cédric","M","5e-6","5e","Matin"
"EL0999","DJÉ","Koffi","M","5e-6","5e","Matin"
"EL1000","BROU","Adama","M","5e-6","5e","Matin"
"EL1001","COULIBALY","Thierry","M","5e-6","5e","Matin"
"EL1002","OUATTARA","Mireille","F","5e-6","5e","Matin"
"EL1003","OUATTARA","Arnaud","M","5e-6","5e","Matin"
"EL1004","TRAORÉ","Sandrine","F","5e-6","5e","Matin"
"EL1005","SANGARÉ","Ibrahim","M","5e-6","5e","Matin"
"EL1006","GNAGNE","Aïcha","F","5e-6","5e","Matin"
"EL1007","KOUASSI","Aïcha","F","5e-6","5e","Matin"
"EL1008","KOFFI","Jean","M","5e-6","5e","Matin"
"EL1009","GNAGNE","Franck","M","5e-6","5e","Matin"
"EL1010","DJÉ","Ibrahim","M","5e-6","5e","Matin"
"EL1011","KOFFI","Mariam","F","5e-6","5e","Matin"
"EL1012","TRAORÉ","Marc","M","5e-6","5e","Matin"
"EL1013","COULIBALY","Marie","F","5e-6","5e","Matin"
"EL1014","KONÉ","Affoué","F","5e-6","5e","Matin"
"EL1015","AKA","Olivier","M","5e-6","5e","Matin"
"EL1016","BAMBA","Mireille","F","5e-6","5e","Matin"
"EL1017","GUÉI","Daniel","M","5e-6","5e","Matin"
"EL1018","BAMBA","Christelle","F","5e-6","5e","Matin"
"EL1019","OUATTARA","Grace","F","5e-6","5e","Matin"
"EL1020","ZADI","Aya","F","5e-6","5e","Matin"
"EL1021","KASSI","Aya","F","5e-6","5e","Matin"
"EL1022","TRAORÉ","Thierry","M","5e-6","5e","Matin"
"EL1023","ASSI","Mireille","F","5e-6","5e","Matin"
"EL1024","ABLÉ","Yannick","M","5e-6","5e","Matin"
"EL1025","ASSI","Léa","F","5e-6","5e","Matin"
"EL1026","ADJÉ","Awa","F","5e-6","5e","Matin"
"EL1027","BAKAYOKO","Cédric","M","5e-6","5e","Matin"
"EL1028","KOUASSI","Nadège","F","5e-6","5e","Matin"
"EL1029","FOFANA","Christelle","F","5e-6","5e","Matin"
"EL1030","KASSI","Arnaud","M","5e-6","5e","Matin"
"EL1031","KOUASSI","Marie","F","5e-6","5e","Matin"
"EL1032","N'GUESSAN","Fatou","F","5e-6","5e","Matin"
"EL1033","ADJÉ","Ibrahim","M","5e-6","5e","Matin"
"EL1034","GNAGNE","Hervé","M","5e-6","5e","Matin"
"EL1035","KOUAMÉ","Koffi","M","5e-6","5e","Matin"
"EL1036","GNAGNE","Arnaud","M","5e-6","5e","Matin"
"EL1037","BAMBA","Arnaud","M","5e-6","5e","Matin"
"EL1038","KONÉ","Hélène","F","5e-6","5e","Matin"
"EL1039","DIABATÉ","Léa","F","5e-6","5e","Matin"
"EL1040","TANOH","Nadège","F","5e-6","5e","Matin"
"EL1041","ASSI","Christelle","F","5e-7","5e","Matin"
"EL1042","SANGARÉ","Aboubacar","M","5e-7","5e","Matin"
"EL1043","TRAORÉ","Paul","M","5e-7","5e","Matin"
"EL1044","SANGARÉ","Sylvie","F","5e-7","5e","Matin"
"EL1045","ASSI","Koffi","M","5e-7","5e","Matin"
"EL1046","DIABATÉ","Arnaud","M","5e-7","5e","Matin"
"EL1047","AKA","Yannick","M","5e-7","5e","Matin"
"EL1048","TOURÉ","Olivier","M","5e-7","5e","Matin"
"EL1049","SANGARÉ","Christelle","F","5e-7","5e","Matin"
"EL1050","GUÉI","Mireille","F","5e-7","5e","Matin"
"EL1051","FOFANA","Rachelle","F","5e-7","5e","Matin"
"EL1052","KONÉ","Léa","F","5e-7","5e","Matin"
"EL1053","KOUAMÉ","Roland","M","5e-7","5e","Matin"
"EL1054","BAMBA","Arnaud","M","5e-7","5e","Matin"
"EL1055","ASSI","Awa","F","5e-7","5e","Matin"
"EL1056","BAMBA","Prisca","F","5e-7","5e","Matin"
"EL1057","DOUMBIA","Serge","M","5e-7","5e","Matin"
"EL1058","DIALLO","Cédric","M","5e-7","5e","Matin"
"EL1059","SANGARÉ","Cédric","M","5e-7","5e","Matin"
"EL1060","KOUASSI","Franck","M","5e-7","5e","Matin"
"EL1061","BAKAYOKO","Adama","M","5e-7","5e","Matin"
"EL1062","COULIBALY","Cédric","M","5e-7","5e","Matin"
"EL1063","ZADI","Carine","F","5e-7","5e","Matin"
"EL1064","BROU","Prisca","F","5e-7","5e","Matin"
"EL1065","BROU","Koffi","M","5e-7","5e","Matin"
"EL1066","ADJÉ","Grace","F","5e-7","5e","Matin"
"EL1067","CISSÉ","Aboubacar","M","5e-7","5e","Matin"
"EL1068","KONÉ","Arnaud","M","5e-7","5e","Matin"
"EL1069","DOUMBIA","Arnaud","M","5e-7","5e","Matin"
"EL1070","KOUAMÉ","Mariam","F","5e-7","5e","Matin"
"EL1071","KOUAMÉ","Carine","F","5e-7","5e","Matin"
"EL1072","DIABATÉ","Marc","M","5e-7","5e","Matin"
"EL1073","KOUAMÉ","Ibrahim","M","5e-7","5e","Matin"
"EL1074","KASSI","Jean","M","5e-7","5e","Matin"
"EL1075","N'GUESSAN","Roland","M","5e-7","5e","Matin"
"EL1076","AKA","Carine","F","5e-7","5e","Matin"
"EL1077","AKA","Aïcha","F","5e-7","5e","Matin"
"EL1078","KONÉ","Koffi","M","5e-7","5e","Matin"
"EL1079","TOURÉ","Awa","F","5e-7","5e","Matin"
"EL1080","ABLÉ","Léa","F","5e-7","5e","Matin"
"EL1081","TANOH","Serge","M","5e-7","5e","Matin"
"EL1082","YAO","Thierry","M","5e-7","5e","Matin"
"EL1083","ZADI","Paul","M","5e-7","5e","Matin"
"EL1084","N'GUESSAN","Christelle","F","5e-7","5e","Matin"
"EL1085","BAKAYOKO","Mariam","F","5e-7","5e","Matin"
"EL1086","DIALLO","Marie","F","5e-7","5e","Matin"
"EL1087","KONÉ","Yao","M","5e-7","5e","Matin"
"EL1088","TANOH","Marie","F","5e-7","5e","Matin"
"EL1089","GUÉI","Marc","M","5e-7","5e","Matin"
"EL1090","GNAGNE","Sylvie","F","5e-7","5e","Matin"
"EL1091","N'GUESSAN","Serge","M","5e-7","5e","Matin"
"EL1092","BAMBA","Léa","F","5e-7","5e","Matin"
"EL1093","ABLÉ","Mariam","F","5e-7","5e","Matin"
"EL1094","YAO","Olivier","M","5e-7","5e","Matin"
"EL1095","AKA","Aïcha","F","5e-7","5e","Matin"
"EL1096","COULIBALY","Daniel","M","5e-7","5e","Matin"
"EL1097","TRAORÉ","Guy","M","5e-8","5e","Matin"
"EL1098","TRAORÉ","Franck","M","5e-8","5e","Matin"
"EL1099","GUÉI","Arnaud","M","5e-8","5e","Matin"
"EL1100","TRAORÉ","Marie","F","5e-8","5e","Matin"
"EL1101","AKA","Thierry","M","5e-8","5e","Matin"
"EL1102","DJÉ","Carine","F","5e-8","5e","Matin"
"EL1103","FOFANA","Hélène","F","5e-8","5e","Matin"
"EL1104","SANGARÉ","Joëlle","F","5e-8","5e","Matin"
"EL1105","SANGARÉ","Moussa","M","5e-8","5e","Matin"
"EL1106","BAKAYOKO","Rachelle","F","5e-8","5e","Matin"
"EL1107","ASSI","Koffi","M","5e-8","5e","Matin"
"EL1108","ADJÉ","Yao","M","5e-8","5e","Matin"
"EL1109","GUÉI","Sandrine","F","5e-8","5e","Matin"
"EL1110","DIALLO","Sylvie","F","5e-8","5e","Matin"
"EL1111","FOFANA","Sandrine","F","5e-8","5e","Matin"
"EL1112","KOFFI","Marc","M","5e-8","5e","Matin"
"EL1113","YAO","Moussa","M","5e-8","5e","Matin"
"EL1114","TANOH","Adama","M","5e-8","5e","Matin"
"EL1115","KOUAMÉ","Koffi","M","5e-8","5e","Matin"
"EL1116","KOUAMÉ","Marc","M","5e-8","5e","Matin"
"EL1117","DIABATÉ","Serge","M","5e-8","5e","Matin"
"EL1118","KOFFI","Yao","M","5e-8","5e","Matin"
"EL1119","GNAGNE","Ibrahim","M","5e-8","5e","Matin"
"EL1120","KOUASSI","Marc","M","5e-8","5e","Matin"
"EL1121","KOUAMÉ","Grace","F","5e-8","5e","Matin"
"EL1122","DIALLO","Roland","M","5e-8","5e","Matin"
"EL1123","N'GUESSAN","Nadège","F","5e-8","5e","Matin"
"EL1124","KASSI","Carine","F","5e-8","5e","Matin"
"EL1125","AKA","Mireille","F","5e-8","5e","Matin"
"EL1126","TRAORÉ","Olivier","M","5e-8","5e","Matin"
"EL1127","ADJÉ","Koffi","M","5e-8","5e","Matin"
"EL1128","AKA","Hervé","M","5e-8","5e","Matin"
"EL1129","GUÉI","Adama","M","5e-8","5e","Matin"
"EL1130","KOUASSI","Daniel","M","5e-8","5e","Matin"
"EL1131","TOURÉ","Moussa","M","5e-8","5e","Matin"
"EL1132","KOFFI","Moussa","M","5e-8","5e","Matin"
"EL1133","ABLÉ","Affoué","F","5e-8","5e","Matin"
"EL1134","GNAGNE","Aboubacar","M","5e-8","5e","Matin"
"EL1135","ADJÉ","Sylvie","F","5e-8","5e","Matin"
"EL1136","ABLÉ","Sylvie","F","5e-8","5e","Matin"
"EL1137","AKA","Estelle","F","5e-8","5e","Matin"
"EL1138","SANGARÉ","Carine","F","5e-8","5e","Matin"
"EL1139","DJÉ","Fatou","F","5e-8","5e","Matin"
"EL1140","ASSI","Jean","M","5e-8","5e","Matin"
"EL1141","GUÉI","Fatou","F","5e-8","5e","Matin"
"EL1142","KONÉ","Olivier","M","5e-8","5e","Matin"
"EL1143","BROU","Arnaud","M","5e-8","5e","Matin"
"EL1144","COULIBALY","Jean","M","5e-8","5e","Matin"
"EL1145","BAMBA","Joëlle","F","5e-8","5e","Matin"
"EL1146","KOUASSI","Affoué","F","5e-8","5e","Matin"
"EL1147","GUÉI","Roland","M","5e-8","5e","Matin"
"EL1148","KOFFI","Jean","M","5e-8","5e","Matin"
"EL1149","BAMBA","Franck","M","5e-8","5e","Matin"
"EL1150","BAKAYOKO","Cédric","M","5e-8","5e","Matin"
"EL1151","TOURÉ","Franck","M","5e-8","5e","Matin"
"EL1152","FOFANA","Serge","M","5e-8","5e","Matin"
"EL1153","OUATTARA","Affoué","F","5e-9","5e","Matin"
"EL1154","SANGARÉ","Aïcha","F","5e-9","5e","Matin"
"EL1155","KONÉ","Roland","M","5e-9","5e","Matin"
"EL1156","N'GUESSAN","Aboubacar","M","5e-9","5e","Matin"
"EL1157","YAO","Sylvie","F","5e-9","5e","Matin"
"EL1158","ADJÉ","Carine","F","5e-9","5e","Matin"
"EL1159","KOUASSI","Daniel","M","5e-9","5e","Matin"
"EL1160","FOFANA","Grace","F","5e-9","5e","Matin"
"EL1161","KASSI","Franck","M","5e-9","5e","Matin"
"EL1162","KASSI","Awa","F","5e-9","5e","Matin"
"EL1163","COULIBALY","Aïcha","F","5e-9","5e","Matin"
"EL1164","BAKAYOKO","Thierry","M","5e-9","5e","Matin"
"EL1165","KOFFI","Joëlle","F","5e-9","5e","Matin"
"EL1166","ABLÉ","Carine","F","5e-9","5e","Matin"
"EL1167","AKA","Marc","M","5e-9","5e","Matin"
"EL1168","FOFANA","Mariam","F","5e-9","5e","Matin"
"EL1169","BAKAYOKO","Nadège","F","5e-9","5e","Matin"
"EL1170","TOURÉ","Daniel","M","5e-9","5e","Matin"
"EL1171","KASSI","Joëlle","F","5e-9","5e","Matin"
"EL1172","ADJÉ","Fatou","F","5e-9","5e","Matin"
"EL1173","BAMBA","Christelle","F","5e-9","5e","Matin"
"EL1174","TANOH","Serge","M","5e-9","5e","Matin"
"EL1175","TRAORÉ","Nadège","F","5e-9","5e","Matin"
"EL1176","KONÉ","Adama","M","5e-9","5e","Matin"
"EL1177","BAKAYOKO","Roland","M","5e-9","5e","Matin"
"EL1178","KONÉ","Sylvie","F","5e-9","5e","Matin"
"EL1179","BAMBA","Sandrine","F","5e-9","5e","Matin"
"EL1180","DIALLO","Franck","M","5e-9","5e","Matin"
"EL1181","DIABATÉ","Adama","M","5e-9","5e","Matin"
"EL1182","FOFANA","Carine","F","5e-9","5e","Matin"
"EL1183","KOFFI","Aboubacar","M","5e-9","5e","Matin"
"EL1184","KOUAMÉ","Nadège","F","5e-9","5e","Matin"
"EL1185","YAO","Adama","M","5e-9","5e","Matin"
"EL1186","DIALLO","Grace","F","5e-9","5e","Matin"
"EL1187","YAO","Prisca","F","5e-9","5e","Matin"
"EL1188","KOFFI","Yannick","M","5e-9","5e","Matin"
"EL1189","BROU","Hélène","F","5e-9","5e","Matin"
"EL1190","TRAORÉ","Moussa","M","5e-9","5e","Matin"
"EL1191","YAO","Adama","M","5e-9","5e","Matin"
"EL1192","KOUASSI","Affoué","F","5e-9","5e","Matin"
"EL1193","TOURÉ","Cédric","M","5e-9","5e","Matin"
"EL1194","COULIBALY","Carine","F","5e-9","5e","Matin"
"EL1195","KONÉ","Ibrahim","M","5e-9","5e","Matin"
"EL1196","BAKAYOKO","Hervé","M","5e-9","5e","Matin"
"EL1197","CISSÉ","Léa","F","5e-9","5e","Matin"
"EL1198","TOURÉ","Paul","M","5e-9","5e","Matin"
"EL1199","TOURÉ","Daniel","M","5e-9","5e","Matin"
"EL1200","BAMBA","Olivier","M","5e-9","5e","Matin"
"EL1201","TRAORÉ","Daniel","M","5e-9","5e","Matin"
"EL1202","FOFANA","Fatou","F","5e-9","5e","Matin"
"EL1203","N'GUESSAN","Aïcha","F","5e-9","5e","Matin"
"EL1204","ABLÉ","Hervé","M","5e-9","5e","Matin"
"EL1205","TANOH","Christelle","F","5e-9","5e","Matin"
"EL1206","TANOH","Mariam","F","5e-9","5e","Matin"
"EL1207","CISSÉ","Sylvie","F","5e-9","5e","Matin"
"EL1208","FOFANA","Hélène","F","5e-9","5e","Matin"
"EL1209","KONÉ","Daniel","M","5e-10","5e","Matin"
"EL1210","BAKAYOKO","Hervé","M","5e-10","5e","Matin"
"EL1211","BAKAYOKO","Awa","F","5e-10","5e","Matin"
"EL1212","ZADI","Affoué","F","5e-10","5e","Matin"
"EL1213","DOUMBIA","Affoué","F","5e-10","5e","Matin"
"EL1214","YAO","Grace","F","5e-10","5e","Matin"
"EL1215","N'GUESSAN","Aboubacar","M","5e-10","5e","Matin"
"EL1216","TOURÉ","Daniel","M","5e-10","5e","Matin"
"EL1217","KOFFI","Nadège","F","5e-10","5e","Matin"
"EL1218","ADJÉ","Paul","M","5e-10","5e","Matin"
"EL1219","ADJÉ","Prisca","F","5e-10","5e","Matin"
"EL1220","DOUMBIA","Aïcha","F","5e-10","5e","Matin"
"EL1221","KOUASSI","Mariam","F","5e-10","5e","Matin"
"EL1222","ABLÉ","Paul","M","5e-10","5e","Matin"
"EL1223","KONÉ","Jean","M","5e-10","5e","Matin"
"EL1224","SANGARÉ","Marie","F","5e-10","5e","Matin"
"EL1225","DJÉ","Olivier","M","5e-10","5e","Matin"
"EL1226","GUÉI","Cédric","M","5e-10","5e","Matin"
"EL1227","BAMBA","Moussa","M","5e-10","5e","Matin"
"EL1228","BAKAYOKO","Arnaud","M","5e-10","5e","Matin"
"EL1229","KASSI","Rachelle","F","5e-10","5e","Matin"
"EL1230","DIABATÉ","Koffi","M","5e-10","5e","Matin"
"EL1231","N'GUESSAN","Jean","M","5e-10","5e","Matin"
"EL1232","KASSI","Sandrine","F","5e-10","5e","Matin"
"EL1233","GUÉI","Franck","M","5e-10","5e","Matin"
"EL1234","N'GUESSAN","Christelle","F","5e-10","5e","Matin"
"EL1235","TRAORÉ","Jean","M","5e-10","5e","Matin"
"EL1236","BAKAYOKO","Fatou","F","5e-10","5e","Matin"
"EL1237","GUÉI","Aboubacar","M","5e-10","5e","Matin"
"EL1238","DIALLO","Jean","M","5e-10","5e","Matin"
"EL1239","SANGARÉ","Aboubacar","M","5e-10","5e","Matin"
"EL1240","BAMBA","Aya","F","5e-10","5e","Matin"
"EL1241","ASSI","Grace","F","5e-10","5e","Matin"
"EL1242","TANOH","Yao","M","5e-10","5e","Matin"
"EL1243","DOUMBIA","Thierry","M","5e-10","5e","Matin"
"EL1244","TANOH","Hélène","F","5e-10","5e","Matin"
"EL1245","DOUMBIA","Léa","F","5e-10","5e","Matin"
"EL1246","DOUMBIA","Daniel","M","5e-10","5e","Matin"
"EL1247","TANOH","Mariam","F","5e-10","5e","Matin"
"EL1248","AKA","Hélène","F","5e-10","5e","Matin"
"EL1249","BAKAYOKO","Hervé","M","5e-10","5e","Matin"
"EL1250","TOURÉ","Marie","F","5e-10","5e","Matin"
"EL1251","ABLÉ","Cédric","M","5e-10","5e","Matin"
"EL1252","DJÉ","Guy","M","5e-10","5e","Matin"
"EL1253","DOUMBIA","Serge","M","5e-10","5e","Matin"
"EL1254","ABLÉ","Yannick","M","5e-10","5e","Matin"
"EL1255","SANGARÉ","Marc","M","5e-10","5e","Matin"
"EL1256","KONÉ","Jean","M","5e-10","5e","Matin"
"EL1257","TOURÉ","Koffi","M","5e-10","5e","Matin"
"EL1258","GNAGNE","Aya","F","5e-10","5e","Matin"
"EL1259","ABLÉ","Hervé","M","5e-10","5e","Matin"
"EL1260","BAKAYOKO","Joëlle","F","5e-10","5e","Matin"
"EL1261","ASSI","Ibrahim","M","5e-10","5e","Matin"
"EL1262","GNAGNE","Guy","M","5e-10","5e","Matin"
"EL1263","ZADI","Moussa","M","5e-10","5e","Matin"
"EL1264","KOFFI","Awa","F","5e-10","5e","Matin"
"EL1265","OUATTARA","Carine","F","5e-11","5e","Matin"
"EL1266","KOUASSI","Aya","F","5e-11","5e","Matin"
"EL1267","COULIBALY","Paul","M","5e-11","5e","Matin"
"EL1268","KONÉ","Yannick","M","5e-11","5e","Matin"
"EL1269","FOFANA","Prisca","F","5e-11","5e","Matin"
"EL1270","DIALLO","Hervé","M","5e-11","5e","Matin"
"EL1271","N'GUESSAN","Marie","F","5e-11","5e","Matin"
"EL1272","KONÉ","Thierry","M","5e-11","5e","Matin"
"EL1273","ASSI","Aïcha","F","5e-11","5e","Matin"
"EL1274","TANOH","Koffi","M","5e-11","5e","Matin"
"EL1275","YAO","Estelle","F","5e-11","5e","Matin"
"EL1276","ZADI","Nadège","F","5e-11","5e","Matin"
"EL1277","TRAORÉ","Guy","M","5e-11","5e","Matin"
"EL1278","ZADI","Roland","M","5e-11","5e","Matin"
"EL1279","TRAORÉ","Hélène","F","5e-11","5e","Matin"
"EL1280","ADJÉ","Carine","F","5e-11","5e","Matin"
"EL1281","KONÉ","Cédric","M","5e-11","5e","Matin"
"EL1282","CISSÉ","Guy","M","5e-11","5e","Matin"
"EL1283","DOUMBIA","Christelle","F","5e-11","5e","Matin"
"EL1284","N'GUESSAN","Prisca","F","5e-11","5e","Matin"
"EL1285","GUÉI","Serge","M","5e-11","5e","Matin"
"EL1286","BAMBA","Léa","F","5e-11","5e","Matin"
"EL1287","KONÉ","Paul","M","5e-11","5e","Matin"
"EL1288","CISSÉ","Franck","M","5e-11","5e","Matin"
"EL1289","KOUAMÉ","Fatou","F","5e-11","5e","Matin"
"EL1290","BAMBA","Moussa","M","5e-11","5e","Matin"
"EL1291","TOURÉ","Carine","F","5e-11","5e","Matin"
"EL1292","N'GUESSAN","Serge","M","5e-11","5e","Matin"
"EL1293","GUÉI","Guy","M","5e-11","5e","Matin"
"EL1294","DJÉ","Grace","F","5e-11","5e","Matin"
"EL1295","ABLÉ","Aboubacar","M","5e-11","5e","Matin"
"EL1296","BROU","Thierry","M","5e-11","5e","Matin"
"EL1297","ABLÉ","Estelle","F","5e-11","5e","Matin"
"EL1298","AKA","Aya","F","5e-11","5e","Matin"
"EL1299","ABLÉ","Grace","F","5e-11","5e","Matin"
"EL1300","TOURÉ","Daniel","M","5e-11","5e","Matin"
"EL1301","DIABATÉ","Moussa","M","5e-11","5e","Matin"
"EL1302","KOFFI","Franck","M","5e-11","5e","Matin"
"EL1303","ASSI","Marc","M","5e-11","5e","Matin"
"EL1304","BROU","Olivier","M","5e-11","5e","Matin"
"EL1305","TANOH","Franck","M","5e-11","5e","Matin"
"EL1306","TRAORÉ","Affoué","F","5e-11","5e","Matin"
"EL1307","KOUAMÉ","Sandrine","F","5e-11","5e","Matin"
"EL1308","DOUMBIA","Hélène","F","5e-11","5e","Matin"
"EL1309","SANGARÉ","Grace","F","5e-11","5e","Matin"
"EL1310","BAKAYOKO","Franck","M","5e-11","5e","Matin"
"EL1311","OUATTARA","Carine","F","5e-11","5e","Matin"
"EL1312","GNAGNE","Carine","F","5e-11","5e","Matin"
"EL1313","GUÉI","Yannick","M","5e-11","5e","Matin"
"EL1314","SANGARÉ","Marc","M","5e-11","5e","Matin"
"EL1315","DIABATÉ","Mariam","F","5e-11","5e","Matin"
"EL1316","CISSÉ","Joëlle","F","5e-11","5e","Matin"
"EL1317","ABLÉ","Christelle","F","5e-11","5e","Matin"
"EL1318","ZADI","Daniel","M","5e-11","5e","Matin"
"EL1319","KASSI","Prisca","F","5e-11","5e","Matin"
"EL1320","ZADI","Grace","F","5e-11","5e","Matin"
"EL1321","KOUAMÉ","Yannick","M","4e-1","4e","Matin"
"EL1322","DIALLO","Nadège","F","4e-1","4e","Matin"
"EL1323","KOFFI","Hervé","M","4e-1","4e","Matin"
"EL1324","GUÉI","Guy","M","4e-1","4e","Matin"
"EL1325","DIABATÉ","Prisca","F","4e-1","4e","Matin"
"EL1326","KASSI","Paul","M","4e-1","4e","Matin"
"EL1327","ADJÉ","Arnaud","M","4e-1","4e","Matin"
"EL1328","KONÉ","Carine","F","4e-1","4e","Matin"
"EL1329","DOUMBIA","Rachelle","F","4e-1","4e","Matin"
"EL1330","GUÉI","Koffi","M","4e-1","4e","Matin"
"EL1331","ASSI","Cédric","M","4e-1","4e","Matin"
"EL1332","N'GUESSAN","Mireille","F","4e-1","4e","Matin"
"EL1333","ABLÉ","Yannick","M","4e-1","4e","Matin"
"EL1334","KONÉ","Franck","M","4e-1","4e","Matin"
"EL1335","ABLÉ","Yannick","M","4e-1","4e","Matin"
"EL1336","ADJÉ","Joëlle","F","4e-1","4e","Matin"
"EL1337","YAO","Léa","F","4e-1","4e","Matin"
"EL1338","DOUMBIA","Arnaud","M","4e-1","4e","Matin"
"EL1339","DIABATÉ","Moussa","M","4e-1","4e","Matin"
"EL1340","KASSI","Yao","M","4e-1","4e","Matin"
"EL1341","BAKAYOKO","Marc","M","4e-1","4e","Matin"
"EL1342","DIALLO","Franck","M","4e-1","4e","Matin"
"EL1343","OUATTARA","Carine","F","4e-1","4e","Matin"
"EL1344","BAKAYOKO","Jean","M","4e-1","4e","Matin"
"EL1345","BROU","Sylvie","F","4e-1","4e","Matin"
"EL1346","KOFFI","Arnaud","M","4e-1","4e","Matin"
"EL1347","DOUMBIA","Daniel","M","4e-1","4e","Matin"
"EL1348","BAMBA","Sandrine","F","4e-1","4e","Matin"
